id,question_stem,choices,answerKey,fact1,humanScore,clarity,turkIdAnonymized
12-772,If a flood is occurring there was most likely,"{'text': ['light hail', 'clear skies', 'great droplets repeating', 'some leaves'], 'label': ['A', 'B', 'C', 'D']}",C,heavy rains cause flooding,1.0,1.2000000476837158,b356d338b7
12-773,Which of the following would likely reduce pollution the most?,"{'text': ['using a truck instead of a car', 'using a bicycle instead of a motorcycle', 'using a car instead of the bus', 'using a motorcycle instead of a bike'], 'label': ['A', 'B', 'C', 'D']}",B,burning gasoline is a source of pollution,1.0,1.7999999523162842,7b06152ffc
12-774,Candy disintegrates in,"{'text': ['sand', 'a pool', 'a dry bowl', 'the fridge'], 'label': ['A', 'B', 'C', 'D']}",B,sugar dissolves in water when they are combined,0.800000011920929,1.7999999523162842,dc78319bb0
12-775,What requires nutrients to grow?,"{'text': ['metals', 'birds', 'dirt', 'computers'], 'label': ['A', 'B', 'C', 'D']}",B,sharp beaks are a kind of adaptation for catching prey,0.800000011920929,2.0,52dbc5c7af
12-776,A hummingbird will be useful to which of these things in procreation?,"{'text': ['sawdust', 'bears', 'beetles', 'cherry tree'], 'label': ['A', 'B', 'C', 'D']}",D,pollination requires pollinating animals,1.0,1.7999999523162842,b356d338b7
12-777,"If a thing experiences a burning combustion, then it is","{'text': ['damaged', 'fine', 'great', 'safe'], 'label': ['A', 'B', 'C', 'D']}",A,fire causes harm to living things,1.0,2.0,b356d338b7
12-778,"if a person looked a their head in a mirror, and moved toward it, what would happen?","{'text': ['the head would start to grow', 'the head would disappear', 'the head would start to shrink', 'the head would explode'], 'label': ['A', 'B', 'C', 'D']}",A,"as distance from an object decreases , that object will appear larger",0.800000011920929,1.7999999523162842,cf7109905e
12-779,A deer created a rose garden by,"{'text': ['pooping', 'feelings', 'time travel', 'screaming'], 'label': ['A', 'B', 'C', 'D']}",A,if seeds stick to the fur of an animal then that seed will be transported by the animal,1.0,1.7999999523162842,cee82219a0
12-780,A live copper wire is touched to anther copper wire end to end,"{'text': ['it doubles in length', 'it melts into a puddle', 'a current can reach further', 'it breaks in half'], 'label': ['A', 'B', 'C', 'D']}",C,if one electrical conductor contacts another electrical conductor then electricity will flow through both conductors,0.800000011920929,2.0,3f32b550f3
12-782,what do planets orbit?,"{'text': ['volcanos', 'starlight', 'astral beings', 'people'], 'label': ['A', 'B', 'C', 'D']}",C,planets orbit stars,0.800000011920929,1.600000023841858,1e6dc77bb6
12-783,Which would likely be the biggest factor in climate change?,"{'text': ['bees', 'glaciers', 'bicycles', 'factories'], 'label': ['A', 'B', 'C', 'D']}",D,carbon dioxide concentrations in the air have increased over the last decade dramatically,0.800000011920929,2.0,7b06152ffc
12-784,How is a location of lower elevation affected by flooding as opposed to a higher location?,"{'text': ['It is more affected by the flood', 'It is more resistant than a higher place', 'The lower area is drier', 'It is impossible to flood a lower elevation location'], 'label': ['A', 'B', 'C', 'D']}",A,"as elevation of a place decreases , how much a flood will affect that place will increases",1.0,2.0,52dbc5c7af
12-786,A scale can measure,"{'text': ['javascript', 'intentions', 'guitar picks', 'thoughts'], 'label': ['A', 'B', 'C', 'D']}",C,a scale is used for measuring weight,1.0,1.0,7c933a44d8
12-790,What could be used to find out how much carpet is needed for a room?,"{'text': ['a tape measure', 'a compass', 'a barometer', 'a beam balance'], 'label': ['A', 'B', 'C', 'D']}",A,a tape measure is used to measure distance,1.0,2.0,3f32b550f3
12-792,Calculating a short distance can be accomplished with a,"{'text': ['yard stick', 'thought', 'touch', 'a penny'], 'label': ['A', 'B', 'C', 'D']}",A,a meter stick is used to measure length,1.0,2.0,dc78319bb0
12-793,Bird dogs use their nose to find,"{'text': ['water foul', 'your keys', 'the Titanic', 'the menu'], 'label': ['A', 'B', 'C', 'D']}",A,smell is used for finding food by some animals,0.800000011920929,1.600000023841858,dc78319bb0
12-794,Which would one most likely run into when crossing a stream?,"{'text': ['a fire', 'a piranha', 'a painful death', 'a scorpion'], 'label': ['A', 'B', 'C', 'D']}",B,aquatic animals live in bodies of water,1.0,1.399999976158142,7b06152ffc
12-795,Freezing point is best represented by,"{'text': ['water falls', 'flowing rivers', 'glass of water', 'static ice sculpture'], 'label': ['A', 'B', 'C', 'D']}",D,flowing liquid can push objects,1.0,1.399999976158142,52dbc5c7af
12-796,What might be created with brass?,"{'text': ['a tree', 'Light placers', 'A Cotton dress', 'Tennis shoes'], 'label': ['A', 'B', 'C', 'D']}",B,brass is made of copper and zinc,1.0,1.399999976158142,cee82219a0
12-797,What would happen if you swing at a golf ball and miss?,"{'text': ['pharmacy garbage', 'dog hair', 'loss of soil', 'soil gain'], 'label': ['A', 'B', 'C', 'D']}",C,soil loss causes grooves in soil,1.0,1.2000000476837158,0317ce7c33
12-798,"If a dam is torn down, the beavers will","{'text': ['play', 'relocate', 'weep', 'reconsider'], 'label': ['A', 'B', 'C', 'D']}",B,habitat destruction causes animals to move to find shelter in another habitat,1.0,1.600000023841858,b356d338b7
12-799,Which statement is true?,"{'text': ['cans should be recycled because its materials are infinite', 'cans should be recycled because its materials are renewable', 'cans should be recycled because its materials are delicious', 'cans should be recycled because its materials are essentially finite'], 'label': ['A', 'B', 'C', 'D']}",D,aluminum is a nonrenewable resource,0.800000011920929,1.600000023841858,7b06152ffc
12-800,"if a child gets certain traits from the parent, what delivers these to them?","{'text': ['the epidermis of the skin', 'the platelets of the blood', 'the plasma in the blood', ""the body's nucleic acid""], 'label': ['A', 'B', 'C', 'D']}",D,offspring receive genes from their parents through DNA,0.800000011920929,1.399999976158142,cf7109905e
12-803,Fogged up glass on a store window is a stage in the,"{'text': ['food chain', 'water cycle', 'life cycle', 'lunar cycle'], 'label': ['A', 'B', 'C', 'D']}",B,condensation is a stage in the water cycle process,1.0,2.0,dc78319bb0
12-804,"If a thing has both seeds and reproductive dust, it is","{'text': ['a producer', 'a meat source', 'a consumer', 'a marine mammal'], 'label': ['A', 'B', 'C', 'D']}",A,a flower produces pollen and seeds,1.0,2.0,b356d338b7
12-807,"If a sunbeam shoots through a rainstorm,","{'text': ['hues show up', 'fields are burned', 'trees blow up', 'mice grow up'], 'label': ['A', 'B', 'C', 'D']}",A,a rainbow is formed by refraction of light by splitting light into all different colors,1.0,2.0,b356d338b7
12-808,During the summer solstice the Earth is actually what in relation to the red giant?,"{'text': ['Dying', 'Feeling sick', 'Unhappy', 'far away'], 'label': ['A', 'B', 'C', 'D']}",D,the amount of daylight is greatest on the summer solstice,1.0,1.600000023841858,cee82219a0
12-811,A 40 foot wide hole is found in the dessert. It's shaped like a ball had hit it. What could have happened?,"{'text': ['something from space entered the atmosphere', 'a lizard built the hole', ""the moon's gravity pulled sand out of the hole"", 'a dust storm filled it in'], 'label': ['A', 'B', 'C', 'D']}",A,usually craters on planets are formed by asteroids impacting that planet or moon 's surface,0.800000011920929,2.0,3f32b550f3
12-812,You can easily scratch a windshield with,"{'text': ['beach sand', 'non-abrasive sponges', 'rubber standoffs', 'prophylactics'], 'label': ['A', 'B', 'C', 'D']}",A,quartz scratches glass easily,1.0,2.0,7c933a44d8
12-813,"Regarding food, animals are","{'text': ['decomposers', 'something else', 'consumers', 'producers'], 'label': ['A', 'B', 'C', 'D']}",C,In the food chain process an animal has the role of consumer which eats producers for food,1.0,2.0,be7a45e47c
12-814,What are you unlikely to find in a canyon?,"{'text': ['granite', 'sandstone', 'squid', 'limestone'], 'label': ['A', 'B', 'C', 'D']}",C,a canyon is made of rocks,0.800000011920929,1.600000023841858,7c933a44d8
12-815,"If a fuel is a biofuel, it may be","{'text': ['water', 'corn', 'sunlight', 'oil'], 'label': ['A', 'B', 'C', 'D']}",B,plants are a source of biofuel,1.0,1.0,b356d338b7
12-816,"The reason you tend to think of the color white when you think of environments where its constantly freezing, is because those place get tons of","{'text': ['Chipmunks', 'droughts', 'snowfall', 'monkeys'], 'label': ['A', 'B', 'C', 'D']}",C,cold environments are usually white in color from being covered in snow,1.0,2.0,bdb4135787
12-817,"If a person restores a garden complete with oaks, then they have replaced","{'text': ['concrete', 'jelly', 'steam', 'a resource'], 'label': ['A', 'B', 'C', 'D']}",D,An example of replacing a natural resource is planting new trees where a forest once stood,1.0,2.0,b356d338b7
12-819,Doing something harmful to a person or animal will make its situation,"{'text': ['better', 'poorer', 'colorful', 'eleven'], 'label': ['A', 'B', 'C', 'D']}",B,harming something has a negative effect on that something,1.0,2.0,bdb4135787
12-820,If you're looking for the rock between the 2nd and the 4th from our star you are looking for,"{'text': ['uranus', 'earth', 'jupiter', 'pluto'], 'label': ['A', 'B', 'C', 'D']}",B,Earth is the planet that is third closest to the Sun,0.800000011920929,1.600000023841858,dc78319bb0
12-821,"If a person is avoiding sugar, they will stop eating","{'text': ['meat', 'eggs', 'butter', 'bread'], 'label': ['A', 'B', 'C', 'D']}",D,carbohydrates are made of sugars,1.0,1.600000023841858,b356d338b7
12-822,Cooking a burger on a grill does what to the burger?,"{'text': ['makes the burger alive', 'turns the burger into groceries', 'transfers energy from the charcoal to the burger', 'freezes the burger solid'], 'label': ['A', 'B', 'C', 'D']}",C,if food is cooked then heat energy is added to that food,1.0,2.0,0317ce7c33
12-823,If members of a species are born then what of the species increases?,"{'text': ['food', 'populace', 'transportation', 'deaths'], 'label': ['A', 'B', 'C', 'D']}",B,if members of a species are born then the population of that species increases,0.800000011920929,2.0,1e6dc77bb6
12-824,What could loosen the soil by creating tunnels?,"{'text': ['candles', 'spaceships', 'love', 'rabbits'], 'label': ['A', 'B', 'C', 'D']}",D,tunnels in soil loosen that soil,1.0,2.0,cee82219a0
12-825,Birds in cold climates ________ by growing thick feathers,"{'text': ['migrate', 'adapt', 'die', 'reproduce'], 'label': ['A', 'B', 'C', 'D']}",B,thick feathers can be used for keeping warm,1.0,1.7999999523162842,a8ecf6eaeb
12-826,"Deserts are in extremely dry environments, so liquids will naturally be","{'text': ['rainbow', 'plentiful', 'meager', 'talented'], 'label': ['A', 'B', 'C', 'D']}",C,a desert environment is low in availability of water,1.0,2.0,bdb4135787
12-829,The earth being tilted on its axis causes what?,"{'text': ['happiness', 'solar flares', 'temp changes', 'earthquakes'], 'label': ['A', 'B', 'C', 'D']}",C,the Earth being tilted on its axis causes seasons,1.0,1.600000023841858,1e6dc77bb6
12-830,Which is least likely to happen?,"{'text': ['a human goes from teenager to adult', 'a human goes from child to preteen', 'a human goes from teenager to child', 'a human goes from infant to toddler'], 'label': ['A', 'B', 'C', 'D']}",C,adulthood is a stage in the life cycle process,1.0,2.0,7b06152ffc
12-831,A light using energy can cease that activity when,"{'text': ['light bulbs are gold', 'lights are always on', 'wall switch is adjusted', 'walls are painted blue'], 'label': ['A', 'B', 'C', 'D']}",C,a switch is used to stop the flow of current in an electrical circuit,1.0,1.600000023841858,b356d338b7
12-833,Sediment is a result of the process of,"{'text': ['running', 'jumping', 'magic', 'rain'], 'label': ['A', 'B', 'C', 'D']}",D,"when a river floods , that river deposits sediment in flood plains",1.0,1.399999976158142,cee82219a0
12-834,An burrowing frog breaks through the mud after it's done,"{'text': ['slumbers for years', 'migrating', 'moving indoors', 'being exported'], 'label': ['A', 'B', 'C', 'D']}",A,"when a hibernating frog emergest from mud , that frog has ended its hibernation",0.800000011920929,1.0,dc78319bb0
12-835,Which of these items plays an integral role in the survival of many types of flora?,"{'text': ['bee', 'cat', 'dog', 'mouse'], 'label': ['A', 'B', 'C', 'D']}",A,A bee is a pollinating animal,1.0,2.0,0317ce7c33
12-836,"If a bass is returned to its home, it is placed in","{'text': ['a brook', 'a field', 'a jungle', 'a coven'], 'label': ['A', 'B', 'C', 'D']}",A,a fish lives in water,1.0,2.0,b356d338b7
12-837,"If you see a mushroom on an old decaying log, its because a mushroom is a decomposer, which gets its food from","{'text': ['non-alive things', 'space', 'computers', 'the store'], 'label': ['A', 'B', 'C', 'D']}",A,dead organisms are the source of nutrients for decomposers,1.0,2.0,bdb4135787
12-839,"If a dog is hunting for wild rabbit or birds, then","{'text': ['it needs to drink', 'it can sense children nearby', 'it can tell where a victim is', 'it is wanting to play frisbee'], 'label': ['A', 'B', 'C', 'D']}",C,if two animals have the same food source then those two animals compete for food,0.800000011920929,1.0,52dbc5c7af
12-841,Using less anthracite has a positive impact on the,"{'text': ['stock market', 'ecosystem', 'coal plants', 'electric companies'], 'label': ['A', 'B', 'C', 'D']}",B,conserving resources has a positive impact on the environment,1.0,2.0,dc78319bb0
12-842,Over the lifetime of the planet hydro mechanical wearing will create a,"{'text': ['crevasse', 'ocean', 'drought', 'water park'], 'label': ['A', 'B', 'C', 'D']}",A,a canyon forming occurs over a period of millions of years,0.800000011920929,1.0,dc78319bb0
12-845,A sign of the spring season could be,"{'text': ['hibernation', 'flip-flops', 'Christmas', 'heavy coats'], 'label': ['A', 'B', 'C', 'D']}",B,a new season occurs four times per year,1.0,2.0,cee82219a0
12-847,Cutting down trees has a negative impact on what living in an ecosystem?,"{'text': ['disks', 'plans', 'stone shelves', 'critters'], 'label': ['A', 'B', 'C', 'D']}",D,cutting down trees has a negative impact on an organisms living in an ecosystem,0.800000011920929,2.0,1e6dc77bb6
12-848,Desalinating water from the what deals with removing salt?,"{'text': ['helps them out', 'rain from mountains', 'oceanic liquids', 'trees watered'], 'label': ['A', 'B', 'C', 'D']}",C,oceans contains most of earth 's water,1.0,1.399999976158142,52dbc5c7af
12-849,MRIs can make,"{'text': ['fillings dance', 'great yogurt', 'programs for assembly', 'a mess'], 'label': ['A', 'B', 'C', 'D']}",A,non-contact forces can affect objects that are not touching,0.800000011920929,1.2000000476837158,dc78319bb0
12-850,Where would more water fall from the sky yearly?,"{'text': ['inside of a mansion', 'a place where wild camels roam', 'a place where a lot of grass grows', 'on dark side of the moon'], 'label': ['A', 'B', 'C', 'D']}",C,a grassland environment receives more rainfall than a desert,1.0,2.0,3f32b550f3
12-851,"If a deer eats a berry plant, the plant eats","{'text': ['a berry juice slurry', 'large slices of meat', 'its self created nutriment', 'small bugs that glow'], 'label': ['A', 'B', 'C', 'D']}",C,green plants provide food for consumers by performing photosynthesis,0.800000011920929,2.0,b356d338b7
12-853,Where do some Metallica band members live?,"{'text': ['trees', 'space', 'underwater', 'houses'], 'label': ['A', 'B', 'C', 'D']}",D,some humans live in houses,1.0,1.7999999523162842,78e0a411ed
12-856,"In order for a species to continue, constant mating is required to","{'text': ['Make TVs', 'ice cream', 'make a cake', 'make babies'], 'label': ['A', 'B', 'C', 'D']}",D,reproduction produces offspring,1.0,2.0,bdb4135787
12-857,A battery operated vehicle requires everything but,"{'text': ['electricity', 'ions', 'petroleum', 'charging'], 'label': ['A', 'B', 'C', 'D']}",C,an electric car uses less gasoline than a regular car,1.0,2.0,dc78319bb0
12-858,"energy is required for survival, and this is primarily delivered by","{'text': ['the moon shining at night', 'the fifth planet from the sun', 'the closest star to our planet', 'the vast ocean body'], 'label': ['A', 'B', 'C', 'D']}",C,the sun is the source of energy for life on Earth,1.0,1.600000023841858,cf7109905e
12-859,A girl with a burn scar on her arm was most likely,"{'text': ['in a swimming pool', 'in a safe space', 'near a running kiln', 'protected from any injury'], 'label': ['A', 'B', 'C', 'D']}",C,if a body part was burned then that body part was exposed to a lot of heat energy,1.0,2.0,b356d338b7
12-860,The force required to swim through ocean water is greater than the force needed to swim in a heated pool because,"{'text': ['pool water is usually cooler than ocean water', 'pool waves carry more turbulence than ocean waves', 'pool water has less mass and density than saltwater', 'saltwater has less mass and density than pool water'], 'label': ['A', 'B', 'C', 'D']}",C,"as the mass of an object increases , the force required to push that object will increase",0.800000011920929,1.399999976158142,5ac34b743b
12-861,During what period of the Earth cycle would you see someone having a picnic outside?,"{'text': ['Day', 'Night', 'Extinction', 'Ice Age'], 'label': ['A', 'B', 'C', 'D']}",A,cycles of day and night occur once per day,1.0,2.0,cee82219a0
12-863,"If a screwdriver is bought from a high end store known for high quality, it will most likely end up","{'text': ['falling apart quite fast', 'breaking in half immediately', 'with rotting wood this week', 'passed down from parent to child'], 'label': ['A', 'B', 'C', 'D']}",D,"as the time a tool lasts increases , the number of tools discarded will decrease",1.0,1.7999999523162842,b356d338b7
12-864,A horse is outside alone in the middle of summer on a sunny day in a desert. The horse is getting wet. The wetness is coming from,"{'text': ['orange juice', 'sunshine', 'rain', 'sweat glands'], 'label': ['A', 'B', 'C', 'D']}",D,sweat is used for adjusting to hot temperatures by some animals,1.0,2.0,3f32b550f3
12-865,What would be more attracted to a magnet?,"{'text': ['wood', 'A dog', 'a cloud', 'A zipper'], 'label': ['A', 'B', 'C', 'D']}",D,if a magnet is attracted to a metal then that magnet will stick to that metal,1.0,2.0,cee82219a0
12-866,Which of these supports an item that works together in large numbers and is greater than the sum of its parts?,"{'text': ['car', 'membrane', 'fire', 'truck'], 'label': ['A', 'B', 'C', 'D']}",B,the cell membrane provides support for a cell,0.800000011920929,1.2000000476837158,0317ce7c33
12-868,"If a rabbit hears a distant sound clearly, it can be attributed to its","{'text': ['sensitive nose', 'soft fur', 'elongated ears', 'long feet'], 'label': ['A', 'B', 'C', 'D']}",C,long ears are used for releasing heat by a jackrabbit,1.0,2.0,b356d338b7
12-869,which of these has the most similar component as the earth itself?,"{'text': ['the stone in the yard', 'a loaf of bread', 'a can of soup', 'a glass of water'], 'label': ['A', 'B', 'C', 'D']}",A,Earth is made of rock,1.0,1.600000023841858,cf7109905e
12-870,"if the local forest is cut down, which one of these animal's habitat might be affected?","{'text': ['a student living in a townhouse', 'a man who lives in the city', 'a dog who lives in a pound', 'a rabbit who lives in a hole'], 'label': ['A', 'B', 'C', 'D']}",D,some rabbits live in forests,1.0,2.0,cf7109905e
12-872,A shock running through a wire will,"{'text': ['send sand through the wire', 'send water through the wire', 'send smoke through a town', 'send reactions through the wire'], 'label': ['A', 'B', 'C', 'D']}",D,sending electricity through a conductor causes electric current to flow through that conductor,1.0,2.0,b356d338b7
12-873,"When a lady beetle is grown up, she may spend time","{'text': ['laying a clutch', 'making a memory', 'making friends', 'seeing the sights'], 'label': ['A', 'B', 'C', 'D']}",A,a female insect lays eggs during the adult stage of an insect 's life cycle,0.800000011920929,2.0,b356d338b7
12-874,Hitting the brakes hard leaves rubber on the road due to,"{'text': ['the sun', 'abrasion', 'plastic tires', 'metal roadways'], 'label': ['A', 'B', 'C', 'D']}",B,skidding causes friction,1.0,2.0,dc78319bb0
12-875,a complete lunar cycle takes about,"{'text': ['a month', 'a year', 'a week', 'a day'], 'label': ['A', 'B', 'C', 'D']}",A,a revolution of the moon around the Earth takes 1 month,0.800000011920929,1.600000023841858,9cc91104fa
12-876,If crops are rotated then the crops planted would look like,"{'text': ['tomato, tomato, tomato, tomato', 'beans, corn, peas, cucumbers', 'beans, beans, beans, beans', 'corn, corn, corn, corn,'], 'label': ['A', 'B', 'C', 'D']}",B,crop rotation is when different crops are planted on a field in different years,0.800000011920929,2.0,b356d338b7
12-878,Which is likeliest to metamorphose?,"{'text': ['a live insect', 'a human', 'a plant', 'a dead butterfly'], 'label': ['A', 'B', 'C', 'D']}",A,metamorphosis is a stage in the life cycle process of some animals,0.800000011920929,1.7999999523162842,7b06152ffc
12-881,A bean sprout will beautifully boom if given plenty of access to,"{'text': ['salted dirt', 'H2O', 'sticky napkins', 'searing heat'], 'label': ['A', 'B', 'C', 'D']}",B,a plants require water for to grow,1.0,2.0,b356d338b7
12-882,A filament that is in a glass container will be this when a switch is flipped to cause glass to glow:,"{'text': ['dark', 'toasty', 'cold', 'icy'], 'label': ['A', 'B', 'C', 'D']}",B,an incandescent light bulb converts electricity into heat by sending electricity through a filament,0.800000011920929,1.399999976158142,b356d338b7
12-883,A bear in the arctic can go a long time without eating,"{'text': ['if it is focused', 'if it is determined', 'if it is working', 'if it has excess chub'], 'label': ['A', 'B', 'C', 'D']}",D,an animal can survive in an environment with little food by storing fat,1.0,2.0,b356d338b7
12-884,"If a thing is electrically insulated, then it is","{'text': ['wood inside, metal inside', 'a random mixture of materials', 'metal inside, metal outside', 'metal inside, other material outside'], 'label': ['A', 'B', 'C', 'D']}",D,electrical insulation requires wrapping a conductor in an insulator,0.800000011920929,1.600000023841858,b356d338b7
12-886,Rising air pressure means that I should bring,"{'text': ['black holes', 'sunblock', 'time travel', 'magic'], 'label': ['A', 'B', 'C', 'D']}",B,"as altitude increases , air pressure will decrease",1.0,2.0,cee82219a0
12-887,A source of pollution might be,"{'text': ['recycling glass and plastic', 'creating a new use for old glass', 'throwing plastic in the pacific', 'finding a new use for old clothes'], 'label': ['A', 'B', 'C', 'D']}",C,fertilizers are a source of pollution,1.0,2.0,cee82219a0
12-888,Rain can damage,"{'text': ['happiness', 'the carpet', 'love', 'Space'], 'label': ['A', 'B', 'C', 'D']}",B,An example of stormy weather is rain,1.0,2.0,cee82219a0
12-889,Battery powered vehicles have less emissions than,"{'text': ['lawnmowers', 'wind turbines', 'solar power', 'dragsters'], 'label': ['A', 'B', 'C', 'D']}",D,electricity causes less pollution than gasoline,1.0,1.600000023841858,dc78319bb0
12-890,If an organism is existing then it is made up of,"{'text': ['cola', 'life material', 'soil', 'sap'], 'label': ['A', 'B', 'C', 'D']}",B,an organism is a source of organic matter,1.0,1.7999999523162842,b356d338b7
12-891,Which would an ecologically minded individual most support?,"{'text': ['oil', 'gas', 'fracking', 'windmills'], 'label': ['A', 'B', 'C', 'D']}",D,wind is a renewable resource,1.0,2.0,7b06152ffc
12-892,Which is the most likely scenario,"{'text': ['squirrels save nuts when summer is hotter than the current season', 'squirrels never save food', 'squirrels eat when it rains outside only', 'squirrels save nuts when humans make them'], 'label': ['A', 'B', 'C', 'D']}",A,"when available resources decrease in an environment , organisms have to conserve those resources",1.0,1.600000023841858,7b06152ffc
12-893,Recycling products such as papers can help the environment to,"{'text': ['demolish', 'heal', 'fall apart', 'be destroyed'], 'label': ['A', 'B', 'C', 'D']}",B,recycling has a positive impact on the environment,1.0,2.0,b356d338b7
12-896,If a flashlight is having difficulty working a person should check,"{'text': ['the bottom hook', 'the energy hole', 'the glass window', 'the solar flares'], 'label': ['A', 'B', 'C', 'D']}",B,a flashlight requires a source of electricity to produce light,1.0,0.6000000238418579,b356d338b7
12-897,If a kitten is unable to nurse from birth,"{'text': ['it will expire', 'sleep', 'decide to leave', 'it will laugh'], 'label': ['A', 'B', 'C', 'D']}",A,a mammal usually nurses its offspring,1.0,2.0,52dbc5c7af
12-898,A plane taking off from an airport will seem what as it flies away,"{'text': ['empty', 'smaller', 'the same', 'bigger'], 'label': ['A', 'B', 'C', 'D']}",B,"as distance to an object increases , that object will appear smaller",1.0,1.7999999523162842,dc78319bb0
12-899,If a person is lacking a skeletal system they are,"{'text': ['thrilled', 'muscular', 'kind', 'spineless'], 'label': ['A', 'B', 'C', 'D']}",D,skeletal system is made of bones,1.0,2.0,b356d338b7
12-900,A carp and a platypus share all attributes aside from,"{'text': ['blood heating ability', 'egg laying', 'having mouths', 'having tails'], 'label': ['A', 'B', 'C', 'D']}",A,a mammal is warm-blooded,0.800000011920929,1.399999976158142,b356d338b7
12-903,"if a tree fell down and dried with a hole in it, which of these would likely be in it?","{'text': ['A two hundred pound lion', 'a great white shark', 'a striped tail nut eater', 'a wild female antelope'], 'label': ['A', 'B', 'C', 'D']}",C,some raccoons live in hollow logs,0.800000011920929,1.7999999523162842,cf7109905e
12-904,The running and moving liquid fluid during a storm causes what,"{'text': ['insects', 'weather damage', 'abrasion', 'lava'], 'label': ['A', 'B', 'C', 'D']}",B,erosion of soil has a negative impact on the environment,1.0,1.600000023841858,52dbc5c7af
12-906,Which of the following is correct?,"{'text': [""The earth's strong gravitational pull causes a waxing gibbous to form"", 'astrology causes a waxing gibbous to form', 'star maps cause a waxing gibbous to form', 'government satellites cause a waxing gibbous to form'], 'label': ['A', 'B', 'C', 'D']}",A,the moon orbiting the Earth causes the phases of the moon,1.0,1.600000023841858,7b06152ffc
12-907,"If you miss seeing a full moon, how long will you have to wait until you get another chance?","{'text': ['7 days', 'a month', 'a week', '168 hours'], 'label': ['A', 'B', 'C', 'D']}",B,each of the moon 's phases usually occurs once per month,1.0,1.7999999523162842,7c933a44d8
12-910,the contents of which of these will attract a natural honey producer to it?,"{'text': ['a tree bark', 'a tree trunk', 'a colorful hibiscus', 'a green leaf'], 'label': ['A', 'B', 'C', 'D']}",C,nectar is used for attracting pollinators by plants,1.0,2.0,cf7109905e
12-911,which of these need to be present for a tectonic plate movement,"{'text': ['a pool of molten lava', 'an ocean with fish', 'a river flowing north', 'a crack in the core'], 'label': ['A', 'B', 'C', 'D']}",D,a tectonic plate moves along a fault line,0.800000011920929,1.600000023841858,cf7109905e
12-912,Hitting a spider web with your hand makes it impossible for a spider to,"{'text': ['play music', 'eat', 'fly', 'watch TV'], 'label': ['A', 'B', 'C', 'D']}",B,a spider web is used to capture food by spiders,1.0,2.0,bdb4135787
12-913,To look at an eclipse you might be able to use,"{'text': ['nothing', 'telescope', 'Plain old sunglasses', 'a box'], 'label': ['A', 'B', 'C', 'D']}",D,looking directly at an eclipse of the Sun causes harm to the eyes,0.800000011920929,1.0,cee82219a0
12-914,Why did the chicken cross the road?,"{'text': ['to side with the foxes', 'to be made into chicken of the sea tuna fish', 'their habitat was flooded', 'because they crossed an evil sorcerer'], 'label': ['A', 'B', 'C', 'D']}",C,if a habitat can no longer support animals then those animals will move to another area,1.0,0.800000011920929,7c933a44d8
12-915,"if a person used a knife to repeatedly scrape an object, what will happen?","{'text': ['the object will decrease in size', 'the object will become liquid', 'the object will increase in size', 'the object will change color'], 'label': ['A', 'B', 'C', 'D']}",A,scraping an object may cause small particles to break off of that object,1.0,2.0,cf7109905e
12-916,Which is likely to cause changing weather in a specific location?,"{'text': ['delogging', 'human campers', 'rabbit mating', 'pet hamsters'], 'label': ['A', 'B', 'C', 'D']}",A,climate is the usual kind of weather in a location,1.0,1.600000023841858,7b06152ffc
12-917,Oil platforms originating from a number of oceanic placements can be related to an unintentional release of what?,"{'text': ['oil pumps', 'nuclear fission', 'biological created fuel', 'solar energy'], 'label': ['A', 'B', 'C', 'D']}",C,offshore oil platforms might cause oil to leak into the water,0.800000011920929,1.7999999523162842,52dbc5c7af
12-918,Echolocation is when animals detect objects by hearing echos using what?,"{'text': ['smell', 'vision', 'sight', 'screeching'], 'label': ['A', 'B', 'C', 'D']}",D,echolocation is when some animals detect objects by hearing echoes by emitting sound,1.0,2.0,1e6dc77bb6
12-919,What can be renewed?,"{'text': ['plastics', 'leather', 'coal', 'diesel'], 'label': ['A', 'B', 'C', 'D']}",B,a renewable resource can be renewed,0.800000011920929,1.600000023841858,78e0a411ed
12-922,If a seed is planted and it develops into a large tomato plant,"{'text': ['the seed came from a cucumber', 'the seed came from something red', 'the seed came from a tree', 'the seed came from a bird'], 'label': ['A', 'B', 'C', 'D']}",B,the type of seed of a plant is an inherited characteristic,0.800000011920929,1.600000023841858,b356d338b7
12-923,"If a thing that was huge and hard is suddenly pooling at your feet,","{'text': ['it is brick', 'it was warmed', 'it is froze', 'it is oak'], 'label': ['A', 'B', 'C', 'D']}",B,melting means changing from a solid into a liquid by adding heat energy,0.800000011920929,1.600000023841858,b356d338b7
12-925,What would be removed via the kidneys?,"{'text': ['bacteria', 'organs', 'blood', 'skin'], 'label': ['A', 'B', 'C', 'D']}",A,the kidney removes byproducts from the blood,0.800000011920929,1.2000000476837158,7b06152ffc
12-928,"if a toy car needed to be measured for its content capacity, which of these might help?","{'text': ['an aluminum coated barometer', 'a metal wind vane', 'a mercury filled thermometer', 'a cylinder with standardized markings'], 'label': ['A', 'B', 'C', 'D']}",D,a graduated cylinder is a kind of instrument for measuring volume of liquids or objects,1.0,2.0,cf7109905e
12-929,"If a person is blind and needs to know the color of a sign, they","{'text': ['have someone describe it', 'fill out a form', 'are out of luck', 'make a best guess'], 'label': ['A', 'B', 'C', 'D']}",A,the color of an object can be discovered by looking at that object,1.0,2.0,b356d338b7
